store,category,brand,model_name,variant,ram,storage,price,price_text,currency,product_url,source_url,in_stock,scraped_at
GadgetByte Nepal,Mobiles,Infinix,Infinix Note 60 Pro,12GB/256GB,12GB,256GB,66999,"Rs. 66,999 (12/256GB)",NPR,https://www.gadgetbytenepal.com/infinix-note-60-pro-price-in-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.995396+00:00
GadgetByte Nepal,Mobiles,ZTE,ZTE Blade A35e,2GB/64GB,2GB,64GB,10499,"Rs. 10,499 (2/64GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-a35e-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423090+00:00
GadgetByte Nepal,Mobiles,ZTE,ZTE Blade A55,4GB/64GB,4GB,64GB,11999,"Rs. 11,999 (4/64GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-a55-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423254+00:00
GadgetByte Nepal,Mobiles,ZTE,ZTE Blade A55,4GB/128GB,4GB,128GB,12999,"Rs. 12,999 (4/128GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-a55-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423315+00:00
GadgetByte Nepal,Mobiles,ZTE,ZTE Blade A75,4GB/256GB,4GB,256GB,13999,"Rs. 13,999 (4/256GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-a75-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423438+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia A36,4GB/64GB,4GB,64GB,15999,"Rs. 15,999 (4/64GB)",NPR,https://www.gadgetbytenepal.com/zte-nubia-a36-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423561+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia A56,4GB/128GB,4GB,128GB,16999,"Rs. 16,999 (4/128GB)",NPR,https://www.gadgetbytenepal.com/zte-nubia-a56-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423678+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V70 Max,6GB/128GB,6GB,128GB,15999,"Rs. 15,999 (6/128GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-v70-max-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423794+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V70,6GB/128GB,6GB,128GB,15999,"Rs. 15,999 (6/128GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-v70-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423908+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V70,8GB/128GB,8GB,128GB,16999,"Rs. 16,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-v70-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.423958+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V70,8GB/256GB,8GB,256GB,18999,"Rs. 18,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/zte-blade-v70-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424006+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V80 Max,8GB/128GB,8GB,128GB,23999,"Rs. 23,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/nubia-v80-max-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424117+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V80 Max,8GB/256GB,8GB,256GB,26999,"Rs. 26,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/nubia-v80-max-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424165+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V80 Design,8GB/128GB,8GB,128GB,24999,"Rs. 24,999 (8/128GB)",NPR,https://gadgetbytenepal.com/nubia-v80-design-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424275+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia V80 Design,8GB/256GB,8GB,256GB,27999,"Rs. 27,999 (8/256GB)",NPR,https://gadgetbytenepal.com/nubia-v80-design-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424338+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia Air,8GB/256GB,8GB,256GB,33999,"Rs. 33,999 (8/256GB)",NPR,https://gadgetbytenepal.com/nubia-air-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424455+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia Neo 3 GT,12GB/256GB,12GB,256GB,36999,"Rs. 36,999 (12/256GB)",NPR,https://www.gadgetbytenepal.com/nubia-neo-3-gt-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424571+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia Neo 5 5G,8GB/256GB,8GB,256GB,55999,"Rs. 55,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/nubia-neo-5-5g-price-in-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424684+00:00
GadgetByte Nepal,Mobiles,ZTE,Nubia Neo 5 GT,12GB/256GB,12GB,256GB,77999,"Rs. 77,999 (12/256GB)",NPR,https://www.gadgetbytenepal.com/nubia-neo-5-gt-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424804+00:00
GadgetByte Nepal,Mobiles,ZTE,RedMagic 11 Pro,16GB/512GB,16GB,512GB,164999,"Rs. 164,999 (16/512GB)",NPR,https://www.gadgetbytenepal.com/redmagic-11-pro-price-nepal/,https://www.gadgetbytenepal.com/zte-mobiles-price-nepal/,,2026-07-03T02:26:42.424922+00:00
GadgetByte Nepal,Mobiles,AI Plus,Ai+ Pulse,4GB/64GB,4GB,64GB,14999,"NPR 14,999",NPR,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,,2026-07-03T02:26:43.571868+00:00
GadgetByte Nepal,Mobiles,AI Plus,Ai+ Pulse,6GB/128GB,6GB,128GB,16499,"NPR 16,499",NPR,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,,2026-07-03T02:26:43.572175+00:00
GadgetByte Nepal,Mobiles,AI Plus,Ai+ Nova 5G,6GB/128GB,6GB,128GB,18499,"NPR 18,499",NPR,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,,2026-07-03T02:26:43.572363+00:00
GadgetByte Nepal,Mobiles,AI Plus,Ai+ Nova 5G,8GB/128GB,8GB,128GB,21999,"NPR 21,999",NPR,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,https://www.gadgetbytenepal.com/ai-plus-pulse-and-nova-5g-price-nepal/,,2026-07-03T02:26:43.572491+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark Go 2,4GB/64GB,4GB,64GB,16000,"Rs. 16,000 (4/64GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-go-2-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.732653+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark Go 2,4GB/128GB,4GB,128GB,17500,"Rs. 17,500 (4/128GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-go-2-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.732755+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark Go 3,4GB/64GB,4GB,64GB,18999,"Rs. 18,999 (4/64GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-go-3-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.732903+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark Go 3,4GB/128GB,4GB,128GB,19999,"Rs. 19,999 (4/128GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-go-3-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.732964+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 30C,6GB/128GB,6GB,128GB,16490,"Rs. 16,490 (6/128GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-30c-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733101+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 30C,8GB/256GB,8GB,256GB,19990,"Rs. 19,990 (8/256GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-30c-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733162+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 30,8GB/256GB,8GB,256GB,22490,"Rs. 22,490 (8/256GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-30-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733300+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 40,6GB/128GB,6GB,128GB,18999,"Rs. 18,999 (6/128GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-40-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733442+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 40,8GB/256GB,8GB,256GB,24999,"Rs. 24,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-40-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733506+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 50,6GB/128GB,6GB,128GB,26999,"Rs. 26,999 (6/128GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-50-4g-price-in-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733660+00:00
GadgetByte Nepal,Mobiles,Tecno,Spark 40 Pro,8GB/256GB,8GB,256GB,33999,"Rs. 33,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/tecno-spark-40-pro-price-nepal-2/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733786+00:00
GadgetByte Nepal,Mobiles,Tecno,Pova 6,12GB/256GB,12GB,256GB,34990,"Rs. 34,990 (12/256GB)",NPR,https://www.gadgetbytenepal.com/tecno-pova-6-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.733913+00:00
GadgetByte Nepal,Mobiles,Tecno,Pova Curve 2 5G,8GB/256GB,8GB,256GB,52999,"Rs. 52,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/tecno-pova-curve-2-price-nepal/,https://www.gadgetbytenepal.com/tecno-mobiles-price-nepal/,,2026-07-03T02:26:44.734065+00:00
